similarity_mean,similarity_max,similarity_min,logical_mean,logical_max,logical_min,specificity,label
0.80777764,0.814552,0.80100334,0.5,0.7,0.3,0.8500000000000001,1
0.83316755,0.87224454,0.81367654,0.6599999999999999,0.8,0.2,0.35,1
0.81457216,0.8145721,0.8145721,0.3,0.6,0.6,0.6,1
0.8877604,0.91751635,0.8580044,0.65,0.9,0.3,0.8,1
0.85131174,0.8861215,0.81589454,0.625,1.0,0.3,0.775,1
0.85931015,0.89105165,0.8331718,0.3,0.9,0.0,0.45,1
0.853481,0.89301383,0.8244403,0.4666666666666666,0.6,0.4,0.6,1
0.87623155,0.9376091,0.8148537,0.6,0.8,0.3,0.6,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.8243235,0.82432336,0.82432336,0.4,0.2,0.2,0.4,1
0.9158612,0.91586125,0.91586125,1.0,1.0,1.0,0.7,1
0.8722233,0.8722233,0.8722233,0.8,0.8,0.8,0.7,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.8195347,0.84160554,0.80574733,0.2833333333333333,0.6,0.0,0.6833333333333335,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.82113117,0.82113117,0.82113117,0.3,0.4,0.4,0.5,1
0.869231,0.89585847,0.84260345,0.85,1.0,0.7,0.6499999999999999,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.91599935,0.91599935,0.91599935,0.7,0.7,0.7,0.8,1
0.8600936,0.8776204,0.8425665,0.5,1.0,0.0,0.8500000000000001,1
0.84273857,0.8719857,0.8134914,0.7,1.0,0.3,0.65,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.8300481,0.8300481,0.8300481,0.3,0.3,0.3,0.6,1
0.85419244,0.88821036,0.8098087,0.3,0.9,0.0,0.6333333333333333,1
0.8419566,0.85600126,0.8279119,0.8,0.9,0.7,0.8,1
0.8459326,0.86531854,0.8265468,0.65,1.0,0.3,0.6,1
0.8615857,0.8817972,0.8392342,0.7666666666666666,0.9,0.6,0.8666666666666667,1
0.8220842,0.8428864,0.801282,0.5,1.0,0.0,0.75,1
0.82777256,0.8277725,0.8277725,0.4,0.6,0.6,0.3,1
0.8676745,0.8966986,0.8166643,0.625,0.9,0.3,0.5,1
0.84331673,0.8650701,0.8215631,0.35,0.5,0.3,0.3,1
0.9591937,0.9591937,0.9591937,0.7,0.7,0.7,0.9,1
0.83311164,0.88263756,0.8041414,0.65,0.9,0.3,0.65,1
0.85231805,0.8742169,0.8223921,0.6499999999999999,0.8,0.6,0.7999999999999999,1
0.8294686,0.8294686,0.8294686,0.9,1.0,1.0,0.9,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.88642585,0.9096169,0.86323464,0.7,0.7,0.6,0.6000000000000001,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.82918197,0.8428161,0.8155479,0.75,0.9,0.6,0.65,1
0.8011802,0.8011802,0.8011802,0.0,0.0,0.0,0.6,1
0.8384921,0.8687573,0.81870264,0.3,0.6,0.3,0.46666666666666673,1
0.85867804,0.8717591,0.8380023,0.8333333333333334,0.9,0.6,0.7666666666666666,1
0.8247805,0.8247805,0.8247805,0.3,0.5,0.5,0.7,1
0.8209604,0.8356431,0.80627775,0.6499999999999999,0.7,0.6,0.7,1
0.8849175,0.89480895,0.87502575,0.75,1.0,0.4,0.9,1
0.8183167,0.82903755,0.80759585,0.8,0.9,0.8,0.7,1
0.8606341,0.87199545,0.8523641,0.39999999999999997,0.7,0.0,0.3333333333333333,1
0.93177694,0.9317771,0.9317771,0.7,0.8,0.8,0.9,1
0.836816,0.8470343,0.8265978,0.6,0.9,0.3,0.55,1
0.818723,0.84281856,0.8051047,0.7333333333333334,0.9,0.0,0.7666666666666666,1
0.8752571,0.92889446,0.8216197,0.55,0.7,0.3,0.55,1
0.862597,0.8935309,0.83166295,0.5,0.8,0.4,0.65,1
0.80181855,0.8018185,0.8018185,0.9,0.9,0.9,0.9,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.83301294,0.85217637,0.8138492,0.35,0.7,0.0,0.7,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.8419948,0.8419947,0.8419947,0.1,0.1,0.1,0.3,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.831474,0.86012673,0.80122644,0.4,0.9,0.0,0.6399999999999999,1
0.8323217,0.83232164,0.83232164,0.1,0.1,0.1,0.9,1
0.80048084,0.800481,0.800481,1.0,0.9,0.9,0.9,1
0.8772816,0.91376925,0.8407937,0.6499999999999999,0.8,0.7,0.8500000000000001,1
0.85690236,0.86560744,0.84801733,0.35,0.7,0.0,0.8,1
0.83419514,0.8674904,0.80737853,0.6666666666666666,1.0,0.4,0.8166666666666669,1
0.8743774,0.96138626,0.84113693,0.44000000000000006,1.0,0.0,0.6399999999999999,1
0.87062085,0.88066995,0.86057186,0.5,0.9,0.0,0.5,1
0.83929396,0.86317295,0.80722517,0.5666666666666668,1.0,0.0,0.8000000000000002,1
0.8440871,0.84408695,0.84408695,0.3,0.4,0.4,0.6,1
0.8187273,0.8281097,0.8012502,0.3333333333333333,0.6,0.0,0.5666666666666667,1
0.8564021,0.85640204,0.85640204,0.3,0.3,0.3,0.4,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.85957,0.9023913,0.8293311,0.39999999999999997,0.6,0.3,0.46666666666666673,1
0.8266173,0.82661736,0.82661736,0.7,0.7,0.7,0.7,1
0.8703424,0.9124136,0.8414747,0.38,0.6,0.0,0.5599999999999999,1
0.8028827,0.8028827,0.8028827,1.0,0.9,0.9,0.9,1
0.88367176,0.8959599,0.87138355,0.4,0.8,0.3,0.44999999999999996,1
0.8372575,0.8372576,0.8372576,0.7,0.3,0.3,0.7,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.81836176,0.8290746,0.80764896,0.5,1.0,0.0,0.6,1
0.8654999,0.8856606,0.8535352,0.6,1.0,0.0,0.5333333333333333,1
0.85626286,0.91096044,0.8274026,0.4333333333333333,0.7,0.6,0.6,1
0.84944004,0.8872239,0.8131111,0.4333333333333333,0.9,0.3,0.5499999999999999,1
0.8911895,0.9042707,0.87725,0.4666666666666666,0.8,0.4,0.4666666666666666,1
0.84180266,0.8418026,0.8418026,0.6,0.4,0.4,0.6,1
0.86730856,0.90112317,0.82992065,0.5499999999999999,1.0,0.0,0.8250000000000001,1
0.83669233,0.85650957,0.8007766,0.5333333333333333,0.7,0.4,0.7000000000000001,1
0.8625412,0.91168773,0.8093807,0.5,0.7,0.3,0.7666666666666666,1
0.8319073,0.8554968,0.81247693,0.5,0.9,0.3,0.5,1
0.86914796,0.8920036,0.84629244,0.5,0.8,0.0,0.4,1
0.85780835,0.87541056,0.840206,0.7,0.8,0.7,0.8,1
0.8303141,0.84246254,0.80961686,0.5333333333333333,1.0,0.3,0.6000000000000001,1
0.866318,0.8663181,0.8663181,0.3,0.3,0.3,0.3,1
0.85768956,0.9123561,0.82588595,0.575,0.7,0.5,0.5,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.8022081,0.8022081,0.8022081,0.6,0.6,0.6,0.8,1
0.81624556,0.81624544,0.81624544,0.3,0.3,0.3,0.3,1
0.8314328,0.83143276,0.83143276,1.0,1.0,1.0,0.9,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.84829277,0.8482929,0.8482929,0.7,0.8,0.8,0.6,1
0.8282452,0.8495376,0.8011445,0.7,0.9,0.4,0.65,1
0.82204306,0.83423734,0.809849,0.5,0.6,0.4,0.8,1
0.87840176,0.91133744,0.8481393,0.5499999999999999,0.9,0.3,0.4666666666666666,1
0.8149166,0.8149166,0.8149166,0.7,0.6,0.6,0.7,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.8398022,0.86949354,0.8136123,0.44999999999999996,0.7,0.3,0.625,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.80135435,0.80135435,0.80135435,0.4,0.4,0.4,0.7,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.8068559,0.80685604,0.80685604,0.0,0.3,0.3,0.7,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.81742346,0.82799226,0.8051705,0.41999999999999993,0.8,0.0,0.8200000000000001,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.8256646,0.8395089,0.8024827,0.6666666666666666,0.7,0.7,0.8666666666666667,1
0.833339,0.86362904,0.80304873,0.8,1.0,0.9,0.9,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.83936816,0.90549856,0.80769,0.17142857142857143,0.3,0.0,0.32857142857142857,1
0.8614686,0.8614686,0.8614686,0.9,1.0,1.0,0.4,1
0.8371498,0.8554908,0.8094714,0.4333333333333333,0.8,0.2,0.3666666666666667,1
0.83884144,0.85397863,0.82370406,0.5,0.7,0.3,0.75,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.88847756,0.9375846,0.8548214,0.3666666666666667,0.9,0.3,0.5333333333333333,1
0.89894885,0.8989487,0.8989487,0.8,1.0,1.0,0.9,1
0.83501005,0.8491902,0.8208298,0.8,0.9,0.7,0.8500000000000001,1
0.8627824,0.87655365,0.85442644,0.3,0.9,0.0,0.4,1
0.8536134,0.8618886,0.84533817,0.65,1.0,0.3,0.65,1
0.88520545,0.89067763,0.88235384,0.6333333333333333,0.9,0.3,0.6,1
0.81313473,0.8131346,0.8131346,0.3,0.3,0.3,0.5,1
0.870611,0.8706109,0.8706109,0.3,0.3,0.3,0.3,1
0.8185967,0.81859684,0.81859684,1.0,0.9,0.9,0.9,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.8794079,0.8794079,0.8794079,0.9,1.0,1.0,0.8,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.87603396,0.8796232,0.87244475,0.35,0.5,0.0,0.55,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.86790156,0.87759537,0.8582075,0.55,1.0,0.2,0.65,1
0.8442629,0.8442629,0.8442629,0.9,0.9,0.9,0.9,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.8370978,0.8718127,0.8119206,0.19999999999999998,0.3,0.3,0.3,1
0.83203405,0.8601567,0.8028435,0.7000000000000001,0.9,0.3,0.7333333333333334,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.80945677,0.8094568,0.8094568,0.3,0.3,0.3,0.3,1
0.818918,0.818918,0.818918,0.4,0.4,0.4,0.4,1
0.86842585,0.86842585,0.86842585,0.9,0.9,0.9,0.9,1
0.8443708,0.8623883,0.82515305,0.47500000000000003,0.9,0.3,0.6,1
0.85423493,0.9274186,0.81114143,0.4125,1.0,0.0,0.6,1
0.8083249,0.8083248,0.8083248,0.0,0.0,0.0,0.1,1
0.8256075,0.82560766,0.82560766,0.7,0.6,0.6,0.7,1
0.8710333,0.8710333,0.8710333,0.6,0.7,0.7,0.5,1
0.8198916,0.8382156,0.8015678,0.6,0.9,0.3,0.8500000000000001,1
0.85498,0.88318837,0.82677156,0.6499999999999999,0.7,0.7,0.9,1
0.8201684,0.8201683,0.8201683,1.0,1.0,1.0,1.0,1
0.8389107,0.8751916,0.81423265,0.45999999999999996,0.8,0.0,0.6199999999999999,1
0.87926745,0.8870083,0.8715267,0.95,0.9,0.8,0.9,1
0.83166504,0.8421695,0.81899405,0.6,1.0,0.0,0.6666666666666666,1
0.8326217,0.8632958,0.8019474,0.65,1.0,0.3,0.75,1
0.828424,0.8597229,0.81126326,0.5333333333333333,1.0,0.1,0.5666666666666668,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.8544533,0.85445344,0.85445344,0.3,0.3,0.3,0.4,1
0.8424321,0.9064261,0.80274475,0.4666666666666667,0.8,0.1,0.7222222222222223,1
0.8513127,0.90493464,0.805001,0.3857142857142857,0.6,0.0,0.39999999999999997,1
0.8124886,0.82165796,0.8033196,0.75,1.0,0.6,0.65,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.8225633,0.8232432,0.82188344,0.65,1.0,0.3,0.8500000000000001,1
0.87888485,0.9179891,0.84197015,0.35,0.7,0.2,0.7250000000000001,1
0.8519632,0.8727902,0.8283557,0.325,0.7,0.2,0.6,1
0.8822173,0.8868789,0.8775556,0.45,1.0,0.0,0.65,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.82299083,0.8358238,0.8018549,0.6,1.0,0.0,0.6333333333333333,1
0.84202415,0.8814376,0.8026106,0.5,1.0,0.0,0.9,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.84047604,0.8480605,0.8328914,0.65,1.0,0.3,0.9,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.84133863,0.88546646,0.8055189,0.3411764705882353,0.8,0.0,0.44,1
0.85908866,0.8706069,0.8369297,0.625,0.9,0.0,0.625,1
0.86624444,0.874632,0.8578566,0.25,0.2,0.0,0.55,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.8776944,0.87769455,0.87769455,0.0,0.0,0.0,0.1,1
0.846384,0.846384,0.846384,1.0,1.0,1.0,0.9,1
0.81065243,0.816,0.8053049,0.55,0.6,0.6,0.75,1
0.8436151,0.8773744,0.80940974,0.5333333333333333,0.9,0.3,0.8000000000000002,1
0.8531772,0.8670218,0.8377742,0.15,0.7,0.0,0.5249999999999999,1
0.8862367,0.9180248,0.8633174,0.0,0.1,0.0,0.06666666666666667,1
0.89460397,0.92761487,0.861593,0.6,0.9,0.0,0.7,1
0.8562557,0.8706545,0.83367157,0.6,0.8,0.0,0.6666666666666666,1
0.82063085,0.851718,0.80522805,0.7000000000000001,0.8,0.6,0.725,1
0.8194498,0.83768064,0.8012189,0.7,1.0,0.3,0.75,1
0.8248446,0.8472961,0.802393,0.65,1.0,0.3,0.75,1
0.8732136,0.89279366,0.85863376,0.7666666666666666,1.0,0.6,0.6666666666666666,1
0.8233864,0.84571666,0.8000517,0.5333333333333333,0.9,0.0,0.5,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.8086139,0.8086139,0.8086139,0.7,0.6,0.6,0.9,1
0.84607244,0.8460725,0.8460725,0.7,0.7,0.7,0.8,1
0.87423533,0.87423533,0.87423533,0.3,0.4,0.4,0.5,1
0.8580394,0.85803956,0.85803956,0.0,0.0,0.0,0.7,1
0.85855347,0.8863592,0.8137164,0.5666666666666667,0.9,0.4,0.8333333333333334,1
0.82717973,0.83621776,0.81814176,0.65,1.0,0.6,0.75,1
0.8446579,0.9008309,0.80456734,0.5599999999999999,0.8,0.2,0.8200000000000001,1
0.8717185,0.89919007,0.844247,0.7,1.0,0.4,0.7,1
0.8439116,0.8635013,0.8149834,0.575,0.9,0.0,0.7250000000000001,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.87497866,0.87497884,0.87497884,0.9,1.0,1.0,0.9,1
